Traffic_registration_point,Name,Road_reference,From,To,Traffic_volume,Confidence_interval_start,Confidence_interval_end,Coverage (%),Total_days,Included_days,Invalid_days,Invalid_length,Length_quality_grade (%),Lane,under_5_6m,over_5_6m,5_6m_to_7_6m,7_6m_to_12_5m,12_5m_to_16_0m,over_16_0m,16_0m_to_24_0m,over_24_0m,Year,Month,Day_of_Week,Light_Vehicles,Heavy_Vehicles,Traffic_Volume_Check,Traffic_Volume_Difference,Days_Check,Traffic_Volume_Outlier,YearMonth,Monthly_Traffic_Volume,Daily_Mean_Traffic_Volume,Percent_Light_Vehicles,Percent_Heavy_Vehicles,Percent_5_6m_to_7_6m,Percent_7_6m_to_12_5m,Percent_12_5m_to_16_0m,Percent_16_0m_to_24_0m,Percent_Over_24_0m,Confidence_Interval,Traffic_Quality_Grade,is_weekend,season,heavy_vehicle_ratio,traffic_volume_category,traffic_quality_category,date,day_type
62991V604777,Maridalsveien,KV14622 S9D1 m425,2020-01-31 23:00:00,2020-02-29 23:00:00,5148,5148,5148,100.0,29,29,0,9,99.8,1,4634,505,234,78,6,186,186,0,2020,1,Friday,4634,1195,5829,-681,0,False,2020-01,33384,6676.8,2.093401767465481,0.5040287612062279,0.1006669969043684,0.0368395419408819,0.0045789261169457,0.0730546848658166,0.0002081330053157,6676.8,99.68,0,Winter,0.2321289821289821,Medium,Good,2020-01-31,Workday
62991V604777,Maridalsveien,KV14622 S9D1 m425,2020-01-31 23:00:00,2020-02-29 23:00:00,5980,5980,5980,100.0,29,29,0,27,99.5,2,5424,530,249,99,16,166,165,1,2020,1,Friday,5424,1226,6650,-670,0,False,2020-01,33384,6676.8,2.093401767465481,0.5040287612062279,0.1006669969043684,0.0368395419408819,0.0045789261169457,0.0730546848658166,0.0002081330053157,6676.8,99.68,0,Winter,0.2050167224080267,High,Good,2020-01-31,Workday
62991V604777,Maridalsveien,KV14622 S9D1 m425,2020-01-31 23:00:00,2020-02-29 23:00:00,5796,5796,5796,100.0,29,29,0,26,99.6,Totalt i retning Hausmannsgate,5278,492,243,91,14,144,143,1,2020,1,Friday,5278,1128,6406,-610,0,False,2020-01,33384,6676.8,2.093401767465481,0.5040287612062279,0.1006669969043684,0.0368395419408819,0.0045789261169457,0.0730546848658166,0.0002081330053157,6676.8,99.68,0,Winter,0.1946169772256728,High,Good,2020-01-31,Workday
62991V604777,Maridalsveien,KV14622 S9D1 m425,2020-01-31 23:00:00,2020-02-29 23:00:00,5332,5332,5332,100.0,29,29,0,9,99.8,Totalt i retning Waldemar Tranes Gt.,4780,543,241,86,8,208,208,0,2020,1,Friday,4780,1294,6074,-742,0,False,2020-01,33384,6676.8,2.093401767465481,0.5040287612062279,0.1006669969043684,0.0368395419408819,0.0045789261169457,0.0730546848658166,0.0002081330053157,6676.8,99.68,0,Winter,0.2426856714178544,Medium,Good,2020-01-31,Workday
62991V604777,Maridalsveien,KV14622 S9D1 m425,2020-01-31 23:00:00,2020-02-29 23:00:00,11128,11128,11128,100.0,29,29,0,35,99.7,Totalt,10058,1035,484,177,22,352,351,1,2020,1,Friday,10058,2422,12480,-1352,0,True,2020-01,33384,6676.8,2.093401767465481,0.5040287612062279,0.1006669969043684,0.0368395419408819,0.0045789261169457,0.0730546848658166,0.0002081330053157,6676.8,99.68,0,Winter,0.2176491732566499,High,Good,2020-01-31,Workday
62991V604777,Maridalsveien,KV14622 S9D1 m425,2020-02-29 23:00:00,2020-03-31 22:00:00,3937,3937,3937,100.0,31,31,0,2,99.9,1,3462,472,211,68,3,190,190,0,2020,2,Saturday,3462,1134,4596,-659,0,False,2020-02,24588,4917.6,1.5144451243455952,0.4503998235032115,0.0867914632166539,0.0299711527654632,0.0028444844059814,0.0703489557967123,0.0,4917.6,99.9,1,Winter,0.2880365760731521,Low,Good,2020-02-29,Weekend
62991V604777,Maridalsveien,KV14622 S9D1 m425,2020-02-29 23:00:00,2020-03-31 22:00:00,4259,4259,4259,100.0,31,31,0,4,99.9,2,3814,441,206,76,10,148,148,0,2020,2,Saturday,3814,1029,4843,-584,0,False,2020-02,24588,4917.6,1.5144451243455952,0.4503998235032115,0.0867914632166539,0.0299711527654632,0.0028444844059814,0.0703489557967123,0.0,4917.6,99.9,1,Winter,0.2416060108006574,Low,Good,2020-02-29,Weekend
62991V604777,Maridalsveien,KV14622 S9D1 m425,2020-02-29 23:00:00,2020-03-31 22:00:00,4240,4240,4240,100.0,31,31,0,4,99.9,Totalt i retning Hausmannsgate,3810,427,205,72,10,140,140,0,2020,2,Saturday,3810,994,4804,-564,0,False,2020-02,24588,4917.6,1.5144451243455952,0.4503998235032115,0.0867914632166539,0.0299711527654632,0.0028444844059814,0.0703489557967123,0.0,4917.6,99.9,1,Winter,0.2344339622641509,Low,Good,2020-02-29,Weekend
62991V604777,Maridalsveien,KV14622 S9D1 m425,2020-02-29 23:00:00,2020-03-31 22:00:00,3956,3956,3956,100.0,31,31,0,3,99.9,Totalt i retning Waldemar Tranes Gt.,3467,487,212,72,4,198,198,0,2020,2,Saturday,3467,1171,4638,-682,0,False,2020-02,24588,4917.6,1.5144451243455952,0.4503998235032115,0.0867914632166539,0.0299711527654632,0.0028444844059814,0.0703489557967123,0.0,4917.6,99.9,1,Winter,0.2960060667340748,Low,Good,2020-02-29,Weekend
62991V604777,Maridalsveien,KV14622 S9D1 m425,2020-02-29 23:00:00,2020-03-31 22:00:00,8196,8196,8196,100.0,31,31,0,6,99.9,Totalt,7276,913,417,144,14,338,338,0,2020,2,Saturday,7276,2164,9440,-1244,0,False,2020-02,24588,4917.6,1.5144451243455952,0.4503998235032115,0.0867914632166539,0.0299711527654632,0.0028444844059814,0.0703489557967123,0.0,4917.6,99.9,1,Winter,0.2640312347486578,High,Good,2020-02-29,Weekend
62991V604777,Maridalsveien,KV14622 S9D1 m425,2020-03-31 22:00:00,2020-04-30 22:00:00,3402,3402,3402,100.0,30,30,0,0,100.0,1,2997,405,168,62,2,172,172,0,2020,3,Tuesday,2997,981,3978,-576,0,False,2020-03,21201,4240.2,1.3076996723986496,0.3878211665716192,0.070557088802028,0.0271266683594817,0.0024975960637886,0.062439901594715,0.0,4240.2,99.96,0,Winter,0.2883597883597883,Low,Good,2020-03-31,Workday
62991V604777,Maridalsveien,KV14622 S9D1 m425,2020-03-31 22:00:00,2020-04-30 22:00:00,3665,3665,3665,100.0,30,30,0,2,99.9,2,3286,377,171,68,10,128,128,0,2020,3,Tuesday,3286,882,4168,-503,0,False,2020-03,21201,4240.2,1.3076996723986496,0.3878211665716192,0.070557088802028,0.0271266683594817,0.0024975960637886,0.062439901594715,0.0,4240.2,99.96,0,Winter,0.2406548431105047,Low,Good,2020-03-31,Workday
62991V604777,Maridalsveien,KV14622 S9D1 m425,2020-03-31 22:00:00,2020-04-30 22:00:00,3653,3653,3653,100.0,30,30,0,2,99.9,Totalt i retning Hausmannsgate,3282,370,170,65,9,125,125,0,2020,3,Tuesday,3282,864,4146,-493,0,False,2020-03,21201,4240.2,1.3076996723986496,0.3878211665716192,0.070557088802028,0.0271266683594817,0.0024975960637886,0.062439901594715,0.0,4240.2,99.96,0,Winter,0.2365179304681084,Low,Good,2020-03-31,Workday
62991V604777,Maridalsveien,KV14622 S9D1 m425,2020-03-31 22:00:00,2020-04-30 22:00:00,3414,3414,3414,100.0,30,30,0,1,100.0,Totalt i retning Waldemar Tranes Gt.,3001,412,169,65,3,175,175,0,2020,3,Tuesday,3001,999,4000,-586,0,False,2020-03,21201,4240.2,1.3076996723986496,0.3878211665716192,0.070557088802028,0.0271266683594817,0.0024975960637886,0.062439901594715,0.0,4240.2,99.96,0,Winter,0.2926186291739894,Low,Good,2020-03-31,Workday
62991V604777,Maridalsveien,KV14622 S9D1 m425,2020-03-31 22:00:00,2020-04-30 22:00:00,7067,7067,7067,100.0,30,30,0,2,100.0,Totalt,6283,782,339,131,12,300,300,0,2020,3,Tuesday,6283,1864,8147,-1080,0,False,2020-03,21201,4240.2,1.3076996723986496,0.3878211665716192,0.070557088802028,0.0271266683594817,0.0024975960637886,0.062439901594715,0.0,4240.2,99.96,0,Winter,0.2637611433422951,High,Good,2020-03-31,Workday
62991V604777,Maridalsveien,KV14622 S9D1 m425,2020-04-30 22:00:00,2020-05-31 22:00:00,3516,2979,4053,22.6,31,7,1,22,99.4,1,3076,418,176,64,4,173,172,1,2020,4,Thursday,3076,1008,4084,-568,23,False,2020-04,19919,3983.8,1.21778621410226,0.3754025639211148,0.066186295690398,0.0237965402744303,0.0026363514006657,0.062925545273785,0.0004162660106314,2966.6,99.42,0,Spring,0.2866894197952218,Low,Good,2020-04-30,Workday
62991V604777,Maridalsveien,KV14622 S9D1 m425,2020-04-30 22:00:00,2020-05-31 22:00:00,3124,1698,4550,22.6,31,7,1,17,99.5,2,2775,332,142,50,8,132,131,1,2020,4,Thursday,2775,796,3571,-447,23,False,2020-04,19919,3983.8,1.21778621410226,0.3754025639211148,0.066186295690398,0.0237965402744303,0.0026363514006657,0.062925545273785,0.0004162660106314,2966.6,99.42,0,Spring,0.2548015364916773,Low,Good,2020-04-30,Workday
62991V604777,Maridalsveien,KV14622 S9D1 m425,2020-04-30 22:00:00,2020-05-31 22:00:00,3042,1800,4284,22.6,31,7,1,18,99.4,Totalt i retning Hausmannsgate,2703,321,146,48,8,119,118,1,2020,4,Thursday,2703,761,3464,-422,23,False,2020-04,19919,3983.8,1.21778621410226,0.3754025639211148,0.066186295690398,0.0237965402744303,0.0026363514006657,0.062925545273785,0.0004162660106314,2966.6,99.42,0,Spring,0.2501643655489809,Low,Good,2020-04-30,Workday
62991V604777,Maridalsveien,KV14622 S9D1 m425,2020-04-30 22:00:00,2020-05-31 22:00:00,3597,2997,4197,22.6,31,7,1,21,99.4,Totalt i retning Waldemar Tranes Gt.,3148,429,172,66,5,185,184,1,2020,4,Thursday,3148,1042,4190,-593,23,False,2020-04,19919,3983.8,1.21778621410226,0.3754025639211148,0.066186295690398,0.0237965402744303,0.0026363514006657,0.062925545273785,0.0004162660106314,2966.6,99.42,0,Spring,0.2896858493188768,Low,Good,2020-04-30,Workday
62991V604777,Maridalsveien,KV14622 S9D1 m425,2020-04-30 22:00:00,2020-05-31 22:00:00,6640,5359,7921,22.6,31,7,1,39,99.4,Totalt,5851,750,318,115,13,304,302,2,2020,4,Thursday,5851,1804,7655,-1015,23,False,2020-04,19919,3983.8,1.21778621410226,0.3754025639211148,0.066186295690398,0.0237965402744303,0.0026363514006657,0.062925545273785,0.0004162660106314,2966.6,99.42,0,Spring,0.2716867469879518,High,Good,2020-04-30,Workday
62991V604777,Maridalsveien,KV14622 S9D1 m425,2020-11-30 23:00:00,2020-12-31 23:00:00,4183,3898,4468,71.0,31,22,1,14,99.7,1,3720,450,203,60,4,183,182,1,2020,11,Monday,3720,1083,4803,-620,8,False,2020-11,27122,5424.4,1.6925375992274103,0.4445027216859328,0.0858201758585139,0.024975960637886,0.0016650640425257,0.072985307197378,0.0002081330053157,5032.8,99.82,0,Autumn,0.2589050920392063,Low,Good,2020-11-30,Workday
62991V604777,Maridalsveien,KV14622 S9D1 m425,2020-11-30 23:00:00,2020-12-31 23:00:00,4857,4489,5225,71.0,31,22,1,2,100.0,2,4412,442,209,60,4,169,169,0,2020,11,Monday,4412,1053,5465,-608,8,False,2020-11,27122,5424.4,1.6925375992274103,0.4445027216859328,0.0858201758585139,0.024975960637886,0.0016650640425257,0.072985307197378,0.0002081330053157,5032.8,99.82,0,Autumn,0.2168004941321803,Low,Good,2020-11-30,Workday
62991V604777,Maridalsveien,KV14622 S9D1 m425,2020-11-30 23:00:00,2020-12-31 23:00:00,4861,4493,5229,71.0,31,22,1,3,99.9,Totalt i retning Hausmannsgate,4417,442,209,60,4,169,169,0,2020,11,Monday,4417,1053,5470,-609,8,False,2020-11,27122,5424.4,1.6925375992274103,0.4445027216859328,0.0858201758585139,0.024975960637886,0.0016650640425257,0.072985307197378,0.0002081330053157,5032.8,99.82,0,Autumn,0.2166220942192964,Low,Good,2020-11-30,Workday
62991V604777,Maridalsveien,KV14622 S9D1 m425,2020-11-30 23:00:00,2020-12-31 23:00:00,4180,3895,4465,71.0,31,22,1,14,99.7,Totalt i retning Waldemar Tranes Gt.,3715,450,204,60,4,183,182,1,2020,11,Monday,3715,1084,4799,-619,8,False,2020-11,27122,5424.4,1.6925375992274103,0.4445027216859328,0.0858201758585139,0.024975960637886,0.0016650640425257,0.072985307197378,0.0002081330053157,5032.8,99.82,0,Autumn,0.2593301435406698,Low,Good,2020-11-30,Workday
62991V604777,Maridalsveien,KV14622 S9D1 m425,2020-11-30 23:00:00,2020-12-31 23:00:00,9041,8389,9693,71.0,31,22,1,17,99.8,Totalt,8132,892,412,120,8,351,350,1,2020,11,Monday,8132,2134,10266,-1225,8,True,2020-11,27122,5424.4,1.6925375992274103,0.4445027216859328,0.0858201758585139,0.024975960637886,0.0016650640425257,0.072985307197378,0.0002081330053157,5032.8,99.82,0,Autumn,0.236035836743723,High,Good,2020-11-30,Workday
62991V604777,Maridalsveien,KV14622 S9D1 m425,2020-12-31 23:00:00,2021-01-31 23:00:00,3935,3935,3935,100.0,31,31,0,9,99.8,1,3460,466,204,64,3,194,194,0,2020,12,Thursday,3460,1125,4585,-650,0,False,2020-12,24855,4971.0,1.5317201637867996,0.4579619893630158,0.0852651545110053,0.0258084926591489,0.0016650640425257,0.0774254779774467,6.937766843857231e-05,4971.0,99.88,0,Autumn,0.2858958068614993,Low,Good,2020-12-31,Workday
62991V604777,Maridalsveien,KV14622 S9D1 m425,2020-12-31 23:00:00,2021-01-31 23:00:00,4350,4350,4350,100.0,31,31,0,3,99.9,2,3899,448,206,60,5,178,178,0,2020,12,Thursday,3899,1075,4974,-624,0,False,2020-12,24855,4971.0,1.5317201637867996,0.4579619893630158,0.0852651545110053,0.0258084926591489,0.0016650640425257,0.0774254779774467,6.937766843857231e-05,4971.0,99.88,0,Autumn,0.2471264367816092,Low,Good,2020-12-31,Workday
62991V604777,Maridalsveien,KV14622 S9D1 m425,2020-12-31 23:00:00,2021-01-31 23:00:00,4353,4353,4353,100.0,31,31,0,2,100.0,Totalt i retning Hausmannsgate,3904,447,205,59,5,178,178,0,2020,12,Thursday,3904,1072,4976,-623,0,False,2020-12,24855,4971.0,1.5317201637867996,0.4579619893630158,0.0852651545110053,0.0258084926591489,0.0016650640425257,0.0774254779774467,6.937766843857231e-05,4971.0,99.88,0,Autumn,0.246266942338617,Low,Good,2020-12-31,Workday
62991V604777,Maridalsveien,KV14622 S9D1 m425,2020-12-31 23:00:00,2021-01-31 23:00:00,3932,3932,3932,100.0,31,31,0,9,99.8,Totalt i retning Waldemar Tranes Gt.,3456,467,204,65,3,194,194,0,2020,12,Thursday,3456,1127,4583,-651,0,False,2020-12,24855,4971.0,1.5317201637867996,0.4579619893630158,0.0852651545110053,0.0258084926591489,0.0016650640425257,0.0774254779774467,6.937766843857231e-05,4971.0,99.88,0,Autumn,0.2866225839267548,Low,Good,2020-12-31,Workday
62991V604777,Maridalsveien,KV14622 S9D1 m425,2020-12-31 23:00:00,2021-01-31 23:00:00,8285,8285,8285,100.0,31,31,0,12,99.9,Totalt,7359,914,410,124,8,373,372,1,2020,12,Thursday,7359,2202,9561,-1276,0,False,2020-12,24855,4971.0,1.5317201637867996,0.4579619893630158,0.0852651545110053,0.0258084926591489,0.0016650640425257,0.0774254779774467,6.937766843857231e-05,4971.0,99.88,0,Autumn,0.2657815328907664,High,Good,2020-12-31,Workday
62991V604777,Maridalsveien,KV14622 S9D1 m425,2021-01-31 23:00:00,2021-02-28 23:00:00,4371,4371,4371,100.0,28,28,0,12,99.7,1,3826,532,248,81,4,200,199,1,2021,1,Sunday,3826,1265,5091,-720,0,False,2021-01,27276,5455.2,1.6775520228446787,0.5029880961796492,0.0995569542093512,0.0308036847867261,0.0016650640425257,0.0794374303621653,0.0002081330053157,5455.2,99.8,1,Winter,0.2894074582475406,Low,Good,2021-01-31,Weekend
62991V604777,Maridalsveien,KV14622 S9D1 m425,2021-01-31 23:00:00,2021-02-28 23:00:00,4721,4721,4721,100.0,28,28,0,3,99.9,2,4234,485,231,67,4,183,183,0,2021,1,Sunday,4234,1153,5387,-666,0,False,2021-01,27276,5455.2,1.6775520228446787,0.5029880961796492,0.0995569542093512,0.0308036847867261,0.0016650640425257,0.0794374303621653,0.0002081330053157,5455.2,99.8,1,Winter,0.2442279178140224,Low,Good,2021-01-31,Weekend
