Traffic_registration_point,Name,Road_reference,From,To,Traffic_volume,Confidence_interval_start,Confidence_interval_end,Coverage (%),Total_days,Included_days,Invalid_days,Invalid_length,Length_quality_grade (%),Lane,under_5_6m,over_5_6m,5_6m_to_7_6m,7_6m_to_12_5m,12_5m_to_16_0m,over_16_0m,16_0m_to_24_0m,over_24_0m,Year,Month,Day_of_Week,Light_Vehicles,Heavy_Vehicles,Traffic_Volume_Check,Traffic_Volume_Difference,Days_Check,Traffic_Volume_Outlier,YearMonth,Monthly_Traffic_Volume,Daily_Mean_Traffic_Volume,Percent_Light_Vehicles,Percent_Heavy_Vehicles,Percent_5_6m_to_7_6m,Percent_7_6m_to_12_5m,Percent_12_5m_to_16_0m,Percent_16_0m_to_24_0m,Percent_Over_24_0m,Confidence_Interval,Traffic_Quality_Grade,is_weekend,season,heavy_vehicle_ratio,traffic_volume_category,traffic_quality_category,date,day_type
62991V604777,Maridalsveien,KV14622 S9D1 m425,2020-03-31 22:00:00,2020-04-30 22:00:00,3402,3402,3402,100.0,30,30,0,0,100.0,1,2997,405,168,62,2,172,172,0,2020,3,Tuesday,2997,981,3978,-576,0,False,2020-03,21201,4240.2,1.3076996723986496,0.38782116657161925,0.07055708880202805,0.027126668359481777,0.0024975960637886037,0.06243990159471509,0.0,4240.2,99.96000000000001,0,Winter,0.28835978835978837,Low,Good,2020-03-31,Workday
62991V604777,Maridalsveien,KV14622 S9D1 m425,2020-03-31 22:00:00,2020-04-30 22:00:00,3665,3665,3665,100.0,30,30,0,2,99.9,2,3286,377,171,68,10,128,128,0,2020,3,Tuesday,3286,882,4168,-503,0,False,2020-03,21201,4240.2,1.3076996723986496,0.38782116657161925,0.07055708880202805,0.027126668359481777,0.0024975960637886037,0.06243990159471509,0.0,4240.2,99.96000000000001,0,Winter,0.24065484311050478,Low,Good,2020-03-31,Workday
62991V604777,Maridalsveien,KV14622 S9D1 m425,2020-03-31 22:00:00,2020-04-30 22:00:00,3653,3653,3653,100.0,30,30,0,2,99.9,Totalt i retning Hausmannsgate,3282,370,170,65,9,125,125,0,2020,3,Tuesday,3282,864,4146,-493,0,False,2020-03,21201,4240.2,1.3076996723986496,0.38782116657161925,0.07055708880202805,0.027126668359481777,0.0024975960637886037,0.06243990159471509,0.0,4240.2,99.96000000000001,0,Winter,0.2365179304681084,Low,Good,2020-03-31,Workday
62991V604777,Maridalsveien,KV14622 S9D1 m425,2020-03-31 22:00:00,2020-04-30 22:00:00,3414,3414,3414,100.0,30,30,0,1,100.0,Totalt i retning Waldemar Tranes Gt.,3001,412,169,65,3,175,175,0,2020,3,Tuesday,3001,999,4000,-586,0,False,2020-03,21201,4240.2,1.3076996723986496,0.38782116657161925,0.07055708880202805,0.027126668359481777,0.0024975960637886037,0.06243990159471509,0.0,4240.2,99.96000000000001,0,Winter,0.29261862917398945,Low,Good,2020-03-31,Workday
62991V604777,Maridalsveien,KV14622 S9D1 m425,2020-03-31 22:00:00,2020-04-30 22:00:00,7067,7067,7067,100.0,30,30,0,2,100.0,Totalt,6283,782,339,131,12,300,300,0,2020,3,Tuesday,6283,1864,8147,-1080,0,False,2020-03,21201,4240.2,1.3076996723986496,0.38782116657161925,0.07055708880202805,0.027126668359481777,0.0024975960637886037,0.06243990159471509,0.0,4240.2,99.96000000000001,0,Winter,0.26376114334229517,High,Good,2020-03-31,Workday
62991V604777,Maridalsveien,KV14622 S9D1 m425,2020-04-30 22:00:00,2020-05-31 22:00:00,3516,2979,4053,22.6,31,7,1,22,99.4,1,3076,418,176,64,4,173,172,1,2020,4,Thursday,3076,1008,4084,-568,23,False,2020-04,19919,3983.8,1.21778621410226,0.3754025639211148,0.066186295690398,0.023796540274430306,0.002636351400665748,0.06292554527378509,0.00041626601063143387,2966.6,99.42,0,Spring,0.28668941979522183,Low,Good,2020-04-30,Workday
62991V604777,Maridalsveien,KV14622 S9D1 m425,2020-04-30 22:00:00,2020-05-31 22:00:00,3124,1698,4550,22.6,31,7,1,17,99.5,2,2775,332,142,50,8,132,131,1,2020,4,Thursday,2775,796,3571,-447,23,False,2020-04,19919,3983.8,1.21778621410226,0.3754025639211148,0.066186295690398,0.023796540274430306,0.002636351400665748,0.06292554527378509,0.00041626601063143387,2966.6,99.42,0,Spring,0.25480153649167736,Low,Good,2020-04-30,Workday
62991V604777,Maridalsveien,KV14622 S9D1 m425,2020-04-30 22:00:00,2020-05-31 22:00:00,3042,1800,4284,22.6,31,7,1,18,99.4,Totalt i retning Hausmannsgate,2703,321,146,48,8,119,118,1,2020,4,Thursday,2703,761,3464,-422,23,False,2020-04,19919,3983.8,1.21778621410226,0.3754025639211148,0.066186295690398,0.023796540274430306,0.002636351400665748,0.06292554527378509,0.00041626601063143387,2966.6,99.42,0,Spring,0.2501643655489809,Low,Good,2020-04-30,Workday
62991V604777,Maridalsveien,KV14622 S9D1 m425,2020-04-30 22:00:00,2020-05-31 22:00:00,3597,2997,4197,22.6,31,7,1,21,99.4,Totalt i retning Waldemar Tranes Gt.,3148,429,172,66,5,185,184,1,2020,4,Thursday,3148,1042,4190,-593,23,False,2020-04,19919,3983.8,1.21778621410226,0.3754025639211148,0.066186295690398,0.023796540274430306,0.002636351400665748,0.06292554527378509,0.00041626601063143387,2966.6,99.42,0,Spring,0.28968584931887686,Low,Good,2020-04-30,Workday
62991V604777,Maridalsveien,KV14622 S9D1 m425,2020-04-30 22:00:00,2020-05-31 22:00:00,6640,5359,7921,22.6,31,7,1,39,99.4,Totalt,5851,750,318,115,13,304,302,2,2020,4,Thursday,5851,1804,7655,-1015,23,False,2020-04,19919,3983.8,1.21778621410226,0.3754025639211148,0.066186295690398,0.023796540274430306,0.002636351400665748,0.06292554527378509,0.00041626601063143387,2966.6,99.42,0,Spring,0.2716867469879518,High,Good,2020-04-30,Workday
62991V604777,Maridalsveien,KV14622 S9D1 m425,2020-11-30 23:00:00,2020-12-31 23:00:00,4183,3898,4468,71.0,31,22,1,14,99.7,1,3720,450,203,60,4,183,182,1,2020,11,Monday,3720,1083,4803,-620,8,False,2020-11,27122,5424.4,1.6925375992274103,0.4445027216859328,0.08582017585851395,0.024975960637886034,0.0016650640425257355,0.07298530719737809,0.00020813300531571694,5032.8,99.82000000000001,0,Autumn,0.2589050920392063,Low,Good,2020-11-30,Workday
62991V604777,Maridalsveien,KV14622 S9D1 m425,2020-11-30 23:00:00,2020-12-31 23:00:00,4857,4489,5225,71.0,31,22,1,2,100.0,2,4412,442,209,60,4,169,169,0,2020,11,Monday,4412,1053,5465,-608,8,False,2020-11,27122,5424.4,1.6925375992274103,0.4445027216859328,0.08582017585851395,0.024975960637886034,0.0016650640425257355,0.07298530719737809,0.00020813300531571694,5032.8,99.82000000000001,0,Autumn,0.21680049413218036,Low,Good,2020-11-30,Workday
62991V604777,Maridalsveien,KV14622 S9D1 m425,2020-11-30 23:00:00,2020-12-31 23:00:00,4861,4493,5229,71.0,31,22,1,3,99.9,Totalt i retning Hausmannsgate,4417,442,209,60,4,169,169,0,2020,11,Monday,4417,1053,5470,-609,8,False,2020-11,27122,5424.4,1.6925375992274103,0.4445027216859328,0.08582017585851395,0.024975960637886034,0.0016650640425257355,0.07298530719737809,0.00020813300531571694,5032.8,99.82000000000001,0,Autumn,0.21662209421929643,Low,Good,2020-11-30,Workday
62991V604777,Maridalsveien,KV14622 S9D1 m425,2020-11-30 23:00:00,2020-12-31 23:00:00,4180,3895,4465,71.0,31,22,1,14,99.7,Totalt i retning Waldemar Tranes Gt.,3715,450,204,60,4,183,182,1,2020,11,Monday,3715,1084,4799,-619,8,False,2020-11,27122,5424.4,1.6925375992274103,0.4445027216859328,0.08582017585851395,0.024975960637886034,0.0016650640425257355,0.07298530719737809,0.00020813300531571694,5032.8,99.82000000000001,0,Autumn,0.25933014354066986,Low,Good,2020-11-30,Workday
62991V604777,Maridalsveien,KV14622 S9D1 m425,2020-11-30 23:00:00,2020-12-31 23:00:00,9041,8389,9693,71.0,31,22,1,17,99.8,Totalt,8132,892,412,120,8,351,350,1,2020,11,Monday,8132,2134,10266,-1225,8,True,2020-11,27122,5424.4,1.6925375992274103,0.4445027216859328,0.08582017585851395,0.024975960637886034,0.0016650640425257355,0.07298530719737809,0.00020813300531571694,5032.8,99.82000000000001,0,Autumn,0.23603583674372303,High,Good,2020-11-30,Workday
62991V604777,Maridalsveien,KV14622 S9D1 m425,2020-12-31 23:00:00,2021-01-31 23:00:00,3935,3935,3935,100.0,31,31,0,9,99.8,1,3460,466,204,64,3,194,194,0,2020,12,Thursday,3460,1125,4585,-650,0,False,2020-12,24855,4971.0,1.5317201637867996,0.45796198936301585,0.08526515451100539,0.025808492659148904,0.0016650640425257355,0.0774254779774467,6.937766843857231e-05,4971.0,99.88,0,Autumn,0.28589580686149935,Low,Good,2020-12-31,Workday
62991V604777,Maridalsveien,KV14622 S9D1 m425,2020-12-31 23:00:00,2021-01-31 23:00:00,4350,4350,4350,100.0,31,31,0,3,99.9,2,3899,448,206,60,5,178,178,0,2020,12,Thursday,3899,1075,4974,-624,0,False,2020-12,24855,4971.0,1.5317201637867996,0.45796198936301585,0.08526515451100539,0.025808492659148904,0.0016650640425257355,0.0774254779774467,6.937766843857231e-05,4971.0,99.88,0,Autumn,0.2471264367816092,Low,Good,2020-12-31,Workday
62991V604777,Maridalsveien,KV14622 S9D1 m425,2020-12-31 23:00:00,2021-01-31 23:00:00,4353,4353,4353,100.0,31,31,0,2,100.0,Totalt i retning Hausmannsgate,3904,447,205,59,5,178,178,0,2020,12,Thursday,3904,1072,4976,-623,0,False,2020-12,24855,4971.0,1.5317201637867996,0.45796198936301585,0.08526515451100539,0.025808492659148904,0.0016650640425257355,0.0774254779774467,6.937766843857231e-05,4971.0,99.88,0,Autumn,0.24626694233861704,Low,Good,2020-12-31,Workday
62991V604777,Maridalsveien,KV14622 S9D1 m425,2020-12-31 23:00:00,2021-01-31 23:00:00,3932,3932,3932,100.0,31,31,0,9,99.8,Totalt i retning Waldemar Tranes Gt.,3456,467,204,65,3,194,194,0,2020,12,Thursday,3456,1127,4583,-651,0,False,2020-12,24855,4971.0,1.5317201637867996,0.45796198936301585,0.08526515451100539,0.025808492659148904,0.0016650640425257355,0.0774254779774467,6.937766843857231e-05,4971.0,99.88,0,Autumn,0.2866225839267548,Low,Good,2020-12-31,Workday
62991V604777,Maridalsveien,KV14622 S9D1 m425,2020-12-31 23:00:00,2021-01-31 23:00:00,8285,8285,8285,100.0,31,31,0,12,99.9,Totalt,7359,914,410,124,8,373,372,1,2020,12,Thursday,7359,2202,9561,-1276,0,False,2020-12,24855,4971.0,1.5317201637867996,0.45796198936301585,0.08526515451100539,0.025808492659148904,0.0016650640425257355,0.0774254779774467,6.937766843857231e-05,4971.0,99.88,0,Autumn,0.26578153289076645,High,Good,2020-12-31,Workday
62991V604777,Maridalsveien,KV14622 S9D1 m425,2021-01-31 23:00:00,2021-02-28 23:00:00,4371,4371,4371,100.0,28,28,0,12,99.7,1,3826,532,248,81,4,200,199,1,2021,1,Sunday,3826,1265,5091,-720,0,False,2021-01,27276,5455.2,1.6775520228446787,0.5029880961796492,0.09955695420935129,0.03080368478672611,0.0016650640425257355,0.0794374303621653,0.00020813300531571694,5455.2,99.8,1,Winter,0.2894074582475406,Low,Good,2021-01-31,Weekend
62991V604777,Maridalsveien,KV14622 S9D1 m425,2021-01-31 23:00:00,2021-02-28 23:00:00,4721,4721,4721,100.0,28,28,0,3,99.9,2,4234,485,231,67,4,183,183,0,2021,1,Sunday,4234,1153,5387,-666,0,False,2021-01,27276,5455.2,1.6775520228446787,0.5029880961796492,0.09955695420935129,0.03080368478672611,0.0016650640425257355,0.0794374303621653,0.00020813300531571694,5455.2,99.8,1,Winter,0.24422791781402245,Low,Good,2021-01-31,Weekend
62991V604777,Maridalsveien,KV14622 S9D1 m425,2021-01-31 23:00:00,2021-02-28 23:00:00,4724,4724,4724,100.0,28,28,0,3,99.9,Totalt i retning Hausmannsgate,4237,484,230,67,4,183,183,0,2021,1,Sunday,4237,1151,5388,-664,0,False,2021-01,27276,5455.2,1.6775520228446787,0.5029880961796492,0.09955695420935129,0.03080368478672611,0.0016650640425257355,0.0794374303621653,0.00020813300531571694,5455.2,99.8,1,Winter,0.24364944961896698,Low,Good,2021-01-31,Weekend
62991V604777,Maridalsveien,KV14622 S9D1 m425,2021-01-31 23:00:00,2021-02-28 23:00:00,4368,4368,4368,100.0,28,28,0,12,99.7,Totalt i retning Waldemar Tranes Gt.,3823,533,248,81,4,200,199,1,2021,1,Sunday,3823,1266,5089,-721,0,False,2021-01,27276,5455.2,1.6775520228446787,0.5029880961796492,0.09955695420935129,0.03080368478672611,0.0016650640425257355,0.0794374303621653,0.00020813300531571694,5455.2,99.8,1,Winter,0.28983516483516486,Low,Good,2021-01-31,Weekend
62991V604777,Maridalsveien,KV14622 S9D1 m425,2021-01-31 23:00:00,2021-02-28 23:00:00,9092,9092,9092,100.0,28,28,0,15,99.8,Totalt,8060,1017,478,148,8,382,381,1,2021,1,Sunday,8060,2415,10475,-1383,0,True,2021-01,27276,5455.2,1.6775520228446787,0.5029880961796492,0.09955695420935129,0.03080368478672611,0.0016650640425257355,0.0794374303621653,0.00020813300531571694,5455.2,99.8,1,Winter,0.265618125824901,High,Good,2021-01-31,Weekend
62991V604777,Maridalsveien,KV14622 S9D1 m425,2021-02-28 23:00:00,2021-03-31 22:00:00,4102,4102,4102,100.0,31,31,0,9,99.8,1,3574,519,235,82,4,198,197,1,2021,2,Sunday,3574,1236,4810,-708,0,False,2021-02,25510,5102.0,1.55697363509844,0.5001436117736678,0.09698998047712411,0.032607504166128995,0.0018731970478414526,0.07888240901465672,0.00020813300531571694,5102.0,99.9,1,Winter,0.30131643100926375,Low,Good,2021-02-28,Weekend
62991V604777,Maridalsveien,KV14622 S9D1 m425,2021-02-28 23:00:00,2021-03-31 22:00:00,4401,4401,4401,100.0,31,31,0,2,100.0,2,3907,492,231,74,5,182,182,0,2021,2,Sunday,3907,1166,5073,-672,0,False,2021-02,25510,5102.0,1.55697363509844,0.5001436117736678,0.09698998047712411,0.032607504166128995,0.0018731970478414526,0.07888240901465672,0.00020813300531571694,5102.0,99.9,1,Winter,0.264939786412179,Low,Good,2021-02-28,Weekend
62991V604777,Maridalsveien,KV14622 S9D1 m425,2021-02-28 23:00:00,2021-03-31 22:00:00,4404,4404,4404,100.0,31,31,0,2,100.0,Totalt i retning Hausmannsgate,3910,492,231,74,5,182,182,0,2021,2,Sunday,3910,1166,5076,-672,0,False,2021-02,25510,5102.0,1.55697363509844,0.5001436117736678,0.09698998047712411,0.032607504166128995,0.0018731970478414526,0.07888240901465672,0.00020813300531571694,5102.0,99.9,1,Winter,0.2647593097184378,Low,Good,2021-02-28,Weekend
62991V604777,Maridalsveien,KV14622 S9D1 m425,2021-02-28 23:00:00,2021-03-31 22:00:00,4099,4099,4099,100.0,31,31,0,9,99.8,Totalt i retning Waldemar Tranes Gt.,3570,520,235,83,4,198,197,1,2021,2,Sunday,3570,1238,4808,-709,0,False,2021-02,25510,5102.0,1.55697363509844,0.5001436117736678,0.09698998047712411,0.032607504166128995,0.0018731970478414526,0.07888240901465672,0.00020813300531571694,5102.0,99.9,1,Winter,0.3020248841180776,Low,Good,2021-02-28,Weekend
62991V604777,Maridalsveien,KV14622 S9D1 m425,2021-02-28 23:00:00,2021-03-31 22:00:00,8504,8504,8504,100.0,31,31,0,12,99.9,Totalt,7481,1011,466,157,9,380,379,1,2021,2,Sunday,7481,2403,9884,-1380,0,True,2021-02,25510,5102.0,1.55697363509844,0.5001436117736678,0.09698998047712411,0.032607504166128995,0.0018731970478414526,0.07888240901465672,0.00020813300531571694,5102.0,99.9,1,Winter,0.28257290686735653,High,Good,2021-02-28,Weekend
62991V604777,Maridalsveien,KV14622 S9D1 m425,2021-03-31 22:00:00,2021-04-30 22:00:00,4169,4169,4169,100.0,30,30,0,12,99.7,1,3646,511,230,82,5,193,193,0,2021,3,Wednesday,3646,1214,4860,-691,0,False,2021-03,26355,5271.0,1.6176790949821909,0.4925814459138635,0.09594931545054551,0.032052482818620415,0.0020119523847185973,0.0774254779774467,6.937766843857231e-05,5271.0,99.8,0,Winter,0.2911969297193572,Low,Good,2021-03-31,Workday
62991V604777,Maridalsveien,KV14622 S9D1 m425,2021-03-31 22:00:00,2021-04-30 22:00:00,4616,4616,4616,100.0,30,30,0,3,99.9,2,4126,487,231,72,5,179,179,0,2021,3,Wednesday,4126,1153,5279,-663,0,False,2021-03,26355,5271.0,1.6176790949821909,0.4925814459138635,0.09594931545054551,0.032052482818620415,0.0020119523847185973,0.0774254779774467,6.937766843857231e-05,5271.0,99.8,0,Winter,0.24978336221837089,Low,Good,2021-03-31,Workday
62991V604777,Maridalsveien,KV14622 S9D1 m425,2021-03-31 22:00:00,2021-04-30 22:00:00,4621,4621,4621,100.0,30,30,0,3,99.9,Totalt i retning Hausmannsgate,4131,486,231,72,5,179,179,0,2021,3,Wednesday,4131,1152,5283,-662,0,False,2021-03,26355,5271.0,1.6176790949821909,0.4925814459138635,0.09594931545054551,0.032052482818620415,0.0020119523847185973,0.0774254779774467,6.937766843857231e-05,5271.0,99.8,0,Winter,0.24929668902834884,Low,Good,2021-03-31,Workday
62991V604777,Maridalsveien,KV14622 S9D1 m425,2021-03-31 22:00:00,2021-04-30 22:00:00,4164,4164,4164,100.0,30,30,0,12,99.7,Totalt i retning Waldemar Tranes Gt.,3641,511,230,82,5,193,193,0,2021,3,Wednesday,3641,1214,4855,-691,0,False,2021-03,26355,5271.0,1.6176790949821909,0.4925814459138635,0.09594931545054551,0.032052482818620415,0.0020119523847185973,0.0774254779774467,6.937766843857231e-05,5271.0,99.8,0,Winter,0.2915465898174832,Low,Good,2021-03-31,Workday
62991V604777,Maridalsveien,KV14622 S9D1 m425,2021-03-31 22:00:00,2021-04-30 22:00:00,8785,8785,8785,100.0,30,30,0,15,99.8,Totalt,7773,997,461,154,9,373,372,1,2021,3,Wednesday,7773,2367,10140,-1355,0,True,2021-03,26355,5271.0,1.6176790949821909,0.4925814459138635,0.09594931545054551,0.032052482818620415,0.0020119523847185973,0.0774254779774467,6.937766843857231e-05,5271.0,99.8,0,Winter,0.26943653955606145,High,Good,2021-03-31,Workday
62991V604777,Maridalsveien,KV14622 S9D1 m425,2021-04-30 22:00:00,2021-05-31 22:00:00,4572,4572,4572,100.0,31,31,0,13,99.7,1,4054,505,229,80,6,190,189,1,2021,4,Friday,4054,1200,5254,-682,0,False,2021-04,29176,5835.2,1.8080514171776332,0.5009067661264921,0.10032010856217558,0.03427256820865472,0.0024975960637886037,0.07534414792428953,0.00020813300531571694,5835.2,99.8,0,Spring,0.26246719160104987,Low,Good,2021-04-30,Workday
62991V604777,Maridalsveien,KV14622 S9D1 m425,2021-04-30 22:00:00,2021-05-31 22:00:00,5153,5153,5153,100.0,31,31,0,3,99.9,2,4633,517,253,84,6,173,173,0,2021,4,Friday,4633,1206,5839,-686,0,False,2021-04,29176,5835.2,1.8080514171776332,0.5009067661264921,0.10032010856217558,0.03427256820865472,0.0024975960637886037,0.07534414792428953,0.00020813300531571694,5835.2,99.8,0,Spring,0.23403842421890161,Medium,Good,2021-04-30,Workday
62991V604777,Maridalsveien,KV14622 S9D1 m425,2021-04-30 22:00:00,2021-05-31 22:00:00,5157,5157,5157,100.0,31,31,0,3,99.9,Totalt i retning Hausmannsgate,4638,516,253,84,6,172,172,0,2021,4,Friday,4638,1203,5841,-684,0,False,2021-04,29176,5835.2,1.8080514171776332,0.5009067661264921,0.10032010856217558,0.03427256820865472,0.0024975960637886037,0.07534414792428953,0.00020813300531571694,5835.2,99.8,0,Spring,0.23327515997673065,Medium,Good,2021-04-30,Workday
62991V604777,Maridalsveien,KV14622 S9D1 m425,2021-04-30 22:00:00,2021-05-31 22:00:00,4568,4568,4568,100.0,31,31,0,13,99.7,Totalt i retning Waldemar Tranes Gt.,4049,506,229,81,6,191,190,1,2021,4,Friday,4049,1204,5253,-685,0,False,2021-04,29176,5835.2,1.8080514171776332,0.5009067661264921,0.10032010856217558,0.03427256820865472,0.0024975960637886037,0.07534414792428953,0.00020813300531571694,5835.2,99.8,0,Spring,0.2635726795096322,Low,Good,2021-04-30,Workday
62991V604777,Maridalsveien,KV14622 S9D1 m425,2021-04-30 22:00:00,2021-05-31 22:00:00,9726,9726,9726,100.0,31,31,0,18,99.8,Totalt,8687,1022,482,165,12,363,362,1,2021,4,Friday,8687,2407,11094,-1368,0,True,2021-04,29176,5835.2,1.8080514171776332,0.5009067661264921,0.10032010856217558,0.03427256820865472,0.0024975960637886037,0.07534414792428953,0.00020813300531571694,5835.2,99.8,0,Spring,0.24748097881965864,High,Good,2021-04-30,Workday
62991V604777,Maridalsveien,KV14622 S9D1 m425,2021-05-31 22:00:00,2021-06-30 22:00:00,4934,4934,4934,100.0,30,30,0,17,99.7,1,4343,574,271,97,5,201,200,1,2021,5,Monday,4343,1349,5692,-758,0,False,2021-05,32494,6498.8,2.0032801761637757,0.5722270092813445,0.12071714308311585,0.043569175779423416,0.0022894630584728865,0.0792292973568496,0.00041626601063143387,6498.8,99.8,0,Spring,0.27340899878394814,Low,Good,2021-05-31,Workday
62991V604777,Maridalsveien,KV14622 S9D1 m425,2021-05-31 22:00:00,2021-06-30 22:00:00,5898,5898,5898,100.0,30,30,0,7,99.9,2,5282,609,309,112,6,182,181,1,2021,5,Monday,5282,1400,6682,-784,0,False,2021-05,32494,6498.8,2.0032801761637757,0.5722270092813445,0.12071714308311585,0.043569175779423416,0.0022894630584728865,0.0792292973568496,0.00041626601063143387,6498.8,99.8,0,Spring,0.2373685995252628,High,Good,2021-05-31,Workday
